#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
   72163; 72226;14 46 17.81;-00 50 01.8; 6.91; 1.119
   72175; 72238;14 46 23.44;+56 36 59.0; 6.61; 1.137
   72235; 72298;14 47 05.37;+00 58 15.4; 6.62; 0.012
   72267; 72330;14 47 25.65;+02 02 08.9; 6.80; 0.098
   72299; 72362;14 47 46.97;-39 55 35.0; 6.92; 0.013
   72360; 72423;14 48 31.70;-17 20 24.4; 6.87; 0.621
   72364; 72427;14 48 32.68;-35 50 29.4; 6.72; 0.992
   72384; 72447;14 48 53.25;+05 57 16.6; 6.83; 0.458
   72418; 72480;14 49 14.84;+25 09 03.3; 6.68; 1.347
   72419; 72482;14 49 14.93;-59 24 26.4; 6.59; 1.495
   72436; 72499;14 49 26.19;+10 02 39.7; 6.64; 1.260
   72442; 72505;14 49 28.74;+19 30 37.4; 6.91; 0.042
   72464; 72527;14 49 42.18;+07 59 12.3; 6.96; 0.710
   72473; 72536;14 49 49.28;-32 25 37.4; 6.85; 1.062
   72487; 72550;14 49 56.28;+24 43 13.7; 6.77; 0.027
   72506; 72569;14 50 16.10;-58 58 36.2; 6.85; 1.108
   72515; 72578;14 50 21.93;+65 38 45.0; 6.98; 1.594
   72554; 72617;14 50 50.78;-53 22 05.7; 6.56; 0.052
   72564; 72627;14 50 58.73;-42 49 20.8; 6.84; 0.129
   72608; 72671;14 51 30.18;-74 55 59.1; 6.83;-0.002
   72614; 72677;14 51 34.96;-17 47 24.2; 6.55; 0.483
   72624; 72687;14 51 40.58;+83 56 14.9; 6.95; 1.378
   72655; 72718;14 52 03.23;+46 28 36.3; 6.76; 1.219
   72662; 72725;14 52 07.43;+20 17 26.5; 6.91; 0.100
   72693; 72756;14 52 24.06;-46 45 35.8; 6.85; 1.669
   72700; 72763;14 52 29.35;-48 14 49.4; 6.96; 0.957
   72731; 72794;14 52 43.77;+31 55 30.2; 6.89; 1.018
   72744; 72807;14 52 53.44;+32 41 27.2; 6.87; 0.432
   72756; 72819;14 53 03.72;+78 10 36.0; 6.52; 1.200
   72760; 72823;14 53 06.64;-38 15 25.0; 6.58; 0.023
   72797; 72859;14 53 31.18;+19 53 18.7; 6.94; 1.138
   72806; 72868;14 53 39.12;+02 14 15.3; 6.82; 1.518
   72807; 72869;14 53 39.83;+06 14 30.4; 6.63; 1.170
   72859; 72921;14 54 11.32;-66 25 10.8; 6.98; 0.580
   72865; 72927;14 54 18.07;+32 01 00.4; 6.95; 1.110
   72868; 72930;14 54 20.75;-28 20 53.5; 6.54; 1.091
   72891; 72953;14 54 35.63;+30 03 49.0; 6.84; 0.430
   72930; 72992;14 55 00.19;+74 52 52.3; 6.88; 1.655
   72931; 72993;14 55 01.05;+14 58 45.6; 6.92; 0.896
   72932; 72995;14 55 05.68;-61 52 25.9; 6.97; 0.017
   72958; 73019;14 55 22.85;+06 47 05.3; 6.74; 1.589
   72966; 73028;14 55 28.61;+12 25 51.1; 6.78; 0.042
   73005; 73067;14 55 58.11;-60 54 21.3; 6.69; 0.968
   73009; 73071;14 56 00.38;+24 23 09.9; 6.82; 1.171
   73040; 73102;14 56 24.80;-44 42 15.3; 6.76; 0.041
   73075; 73136;14 56 48.32;+74 54 03.3; 6.83; 0.985
   73088; 73150;14 56 57.47;-26 17 05.9; 6.91; 0.015
   73092; 73154;14 57 01.94;-51 26 49.9; 6.60; 1.707
   73106; 73168;14 57 12.60;-42 08 14.7; 7.00; 1.164
   73127; 73189;14 57 31.94;-25 26 30.4; 6.94; 0.205
   73133; 73195;14 57 33.37;-35 23 02.3; 6.99; 1.246
   73141; 73203;14 57 41.62;+24 40 26.6; 6.95; 1.390
   73149; 73211;14 57 45.05;+18 59 12.7; 6.62; 0.927
   73176; 73238;14 58 05.30;-17 21 51.2; 6.64; 1.253
   73187; 73249;14 58 13.42;-11 09 17.1; 6.61; 0.012
   73191; 73253;14 58 16.19;+14 02 15.3; 6.77; 1.306
   73283; 73345;14 59 19.31;-51 34 34.0; 6.78;-0.051
   73291; 73353;14 59 24.98;+39 38 41.3; 6.70; 0.403
   73295; 73357;14 59 29.24;-30 42 41.2; 6.91; 0.231
   73306; 73366;14 59 34.56;+53 51 36.7; 6.84; 0.312
   73321; 73383;14 59 45.19;-43 48 39.7; 6.59; 0.480
   73336; 73398;15 00 00.35;-36 01 49.7; 6.94; 1.020
   73341; 73403;15 00 02.69;+65 28 34.6; 6.90; 0.974
   73342; 73404;15 00 03.64;+44 35 10.8; 6.91; 1.011
   73362; 73424;15 00 18.67;+07 38 53.9; 6.99; 1.410
   73377; 73440;15 00 27.71;+71 45 54.9; 6.64; 0.631
   73418; 73480;15 01 01.44;+02 53 51.5; 6.72; 0.553
   73421; 73483;15 01 02.26;-64 34 33.2; 6.56; 0.298
   73432; 73494;15 01 15.23;-67 58 59.8; 6.99;-0.058
   73438; 73500;15 01 22.62;-71 29 26.7; 6.72;-0.078
   73456; 73518;15 01 35.34;-03 09 50.5; 6.68; 1.196
   73460; 73522;15 01 38.38;-56 15 36.6; 6.89;-0.086
   73503; 73565;15 02 04.26;-08 20 41.2; 6.70; 1.317
   73525; 73587;15 02 30.01;-07 50 25.4; 6.59; 0.180
   73527; 73589;15 02 30.68;+31 41 01.7; 6.60; 1.400
   73546; 73608;15 02 44.90;-03 01 52.8; 6.60; 0.201
   73560; 73622;15 02 57.43;-47 56 31.1; 6.86; 1.526
   73574; 73636;15 03 06.43;-17 37 58.3; 6.93; 0.998
   73575; 73637;15 03 06.63;+44 38 39.9; 6.59; 0.449
   73592; 73654;15 03 21.64;+56 02 07.0; 6.86; 1.123
   73593; 73655;15 03 22.40;+00 53 23.0; 6.91; 1.137
   73599; 73661;15 03 26.75;+60 01 32.1; 6.69; 1.363
   73610; 73672;15 03 34.66;-35 56 34.1; 6.65; 0.224
   73613; 73675;15 03 36.50;+34 33 57.0; 6.59; 1.020
   73638; 73699;15 03 49.29;+27 04 52.2; 6.80; 1.456
   73803; 73865;15 05 47.73;-25 47 22.0; 6.65;-0.020
   73834; 73896;15 06 10.64;-24 07 52.7; 6.73; 1.028
   73859; 73921;15 06 22.77;-72 10 12.5; 6.92;-0.014
   73915; 73977;15 07 06.86;+02 21 45.5; 6.59; 1.497
   73918; 73980;15 07 08.19;-71 54 17.8; 6.52; 1.592
   73936; 73998;15 07 19.28;+08 57 30.8; 6.88; 1.535
   73954; 74016;15 07 33.06;+09 13 33.5; 6.72; 0.680
   73975; 74037;15 07 50.16;+63 07 01.6; 6.82; 0.413
   74018; 74080;15 08 18.45;+33 42 23.3; 6.70; 0.979
   74020; 74082;15 08 19.41;+65 47 19.1; 6.63; 1.510
   74029; 74091;15 08 30.18;-80 18 50.0; 6.81; 0.041
   74048; 74110;15 08 45.23;-61 38 01.5; 6.82;-0.079
   74060; 74122;15 08 53.91;-59 08 31.6; 6.87; 1.246
   74069; 74131;15 08 57.52;-26 29 50.2; 6.92; 1.724
   74079; 74141;15 09 00.76;-72 18 26.8; 6.73;-0.059
   74085; 74147;15 09 03.32;-61 53 15.2; 6.97;-0.009
   74130; 74192;15 09 36.59;-68 43 16.8; 6.84;-0.019
   74134; 74196;15 09 41.08;-35 51 57.1; 7.00; 1.174
   74144; 74206;15 09 51.31;-23 59 09.3; 6.55; 1.577
   74165; 74227;15 10 09.19;-75 27 42.3; 6.92; 0.915
   74191; 74253;15 10 31.51;+11 40 24.9; 6.89; 1.655
   74203; 74265;15 10 38.89;+33 04 44.0; 6.91; 1.100
   74296; 74357;15 11 45.84;-33 38 19.9; 6.99; 0.930
   74297; 74359;15 11 47.72;+10 12 59.5; 6.89; 0.048
   74305; 74367;15 11 49.99;-16 09 34.2; 6.68; 1.243
   74323; 74385;15 12 04.06;+22 18 48.6; 6.62; 1.620
   74350; 74412;15 12 26.24;-18 05 23.8; 6.86; 0.973
   74353; 74415;15 12 29.66;-63 02 00.5; 6.86; 1.410
   74371; 74432;15 12 43.85;+19 17 07.2; 6.69; 0.680
   74426; 74488;15 13 14.78;-11 00 25.1; 6.65; 0.238
   74475; 74537;15 13 51.64;-01 21 00.6; 6.58; 0.763
   74491; 74553;15 13 59.28;+43 02 52.7; 6.66; 0.209
   74519; 74581;15 14 18.81;-14 12 33.9; 6.75; 1.676
   74531; 74593;15 14 28.19;-18 25 42.5; 6.76; 0.429
   74563; 74625;15 14 51.63;+68 56 44.6; 6.52; 0.030
   74591; 74653;15 15 15.36;-70 31 09.2; 6.86; 0.740
   74595; 74657;15 15 19.66;-44 08 58.0; 6.74;-0.068
   74601; 74663;15 15 27.79;-79 08 11.1; 6.66; 0.836
   74614; 74675;15 15 39.39;-27 35 46.7; 6.79; 0.372
   74616; 74678;15 15 41.45;+25 38 33.2; 6.97;-0.078
   74639; 74701;15 15 58.53;-70 24 48.9; 6.71; 0.457
   74640; 74702;15 15 59.06;+00 47 48.1; 6.92; 0.830
   74677; 74740;15 16 28.56;-44 30 13.1; 6.58; 1.431
   74682; 74745;15 16 32.36;-39 33 39.3; 6.88; 1.469
   74686; 74749;15 16 35.79;+09 42 46.8; 6.74; 0.342
   74689; 74752;15 16 37.17;-42 22 12.3; 6.76;-0.034
   74719; 74782;15 16 59.41;-38 26 51.3; 6.86; 0.433
   74738; 74801;15 17 13.89;-66 05 32.2; 6.84;-0.013
   74745; 74808;15 17 17.71;+62 46 15.7; 6.81; 0.952
   74755; 74818;15 17 22.65;+74 02 42.2; 6.67; 1.027
   74795; 74858;15 17 53.06;+33 35 39.6; 6.65; 0.912
   74805; 74868;15 17 59.67;+30 49 59.2; 6.86; 1.022
   74813; 74876;15 18 09.79;-47 53 59.8; 6.98; 0.504
   74822; 74885;15 18 14.97;+45 37 11.3; 6.64; 1.620
   74830; 74893;15 18 20.19;+26 50 24.7; 6.59; 0.566
   74852; 74915;15 18 33.80;-47 52 44.9; 6.87; 0.093
   74872; 74935;15 18 45.51;+58 30 12.4; 6.87; 1.234
   74885; 74948;15 18 55.54;-01 35 32.8; 6.93; 0.553
   74919; 74982;15 19 21.80;-09 08 47.0; 6.95; 1.418
   74936; 74999;15 19 29.08;-71 47 31.3; 6.59; 1.682
   74955; 75018;15 19 45.72;-66 29 45.7; 6.73; 0.574
   74967; 75030;15 19 52.54;+62 28 26.9; 6.62; 1.231
   74976; 75039;15 20 02.34;+40 59 01.4; 6.90; 0.510
   75021; 75084;15 20 36.49;-05 07 11.1; 6.60; 0.998
   75032; 75095;15 20 42.82;-56 07 57.4; 6.80; 0.161
   75041; 75104;15 20 50.20;+31 28 47.2; 6.90; 0.532
   75044; 75107;15 20 52.88;+45 39 53.8; 6.67; 1.047
   75060; 75122;15 21 04.66;-47 45 37.1; 6.77; 0.440
   75088; 75151;15 21 30.11;-38 13 07.1; 6.57;-0.081
   75098; 75161;15 21 34.30;-44 56 17.4; 6.68; 0.009
   75144; 75207;15 22 08.81;-32 11 22.6; 7.00; 1.542
   75147; 75210;15 22 11.27;-37 38 08.0; 6.65;-0.062
   75180; 75243;15 22 29.37;-74 23 57.9; 6.51; 0.075
   75183; 75247;15 22 33.20;-44 17 34.3; 6.74; 0.049
   75225; 75288;15 22 57.05;-26 41 19.6; 6.53; 1.118
   75243; 75306;15 23 09.54;-51 44 09.8; 6.68; 1.145
   75286; 75349;15 23 51.10;-57 19 50.3; 6.78; 1.189
   75353; 75415;15 24 30.97;+37 20 49.5; 6.51; 0.600
   75361; 75425;15 24 35.26;+54 12 46.6; 6.68; 1.098
   75372; 75436;15 24 41.85;-35 55 01.4; 6.75; 0.076
   75398; 75461;15 24 57.21;-72 02 46.8; 6.97; 0.085
   75416; 75479;15 25 08.05;+47 03 39.3; 6.79; 0.607
   75419; 75482;15 25 11.19;-47 13 02.7; 6.57; 1.520
   75459; 75522;15 25 44.82;-53 03 28.7; 6.66; 0.270
   75489; 75552;15 26 05.39;-21 22 49.0; 6.97; 1.114
   75508; 75571;15 26 17.21;-36 35 53.7; 6.81; 1.121
   75521; 75584;15 26 30.28;+10 02 10.0; 6.97; 1.640
   75544; 75607;15 26 50.35;-20 00 18.3; 6.97; 0.742
   75571; 75634;15 27 10.41;+84 49 31.3; 6.87; 0.998
   75595; 75658;15 27 26.98;-66 07 17.0; 6.92;-0.024
   75615; 75678;15 27 40.75;+62 16 32.7; 6.53; 0.134
   75651; 75714;15 28 04.54;+11 51 41.8; 6.93; 0.367
   75655; 75718;15 28 09.57;-09 20 49.9; 6.89; 0.788
   75664; 75727;15 28 13.25;-37 21 30.7; 7.00; 1.614
   75689; 75752;15 28 31.26;+38 43 25.4; 6.69; 0.370
   75699; 75762;15 28 38.39;-15 42 02.6; 6.79; 0.821
   75701; 75764;15 28 39.26;+61 43 35.9; 6.90; 0.126
   75720; 75783;15 28 52.21;+57 26 41.2; 6.91; 0.490
   75746; 75809;15 29 11.97;+80 26 54.0; 6.57; 0.665
   75752; 75815;15 29 15.79;-65 53 24.5; 6.86; 1.628
   75762; 75825;15 29 23.29;+47 42 48.4; 6.84; 0.071
   75779; 75842;15 29 32.90;-58 21 04.8; 6.70;
   75785; 75848;15 29 34.78;-17 26 27.4; 6.69; 0.398
   75807; 75870;15 29 50.68;+82 15 49.1; 6.93; 0.378
   75811; 75874;15 29 53.82;+80 46 15.7; 6.94; 0.944
   75820; 75884;15 29 58.38;-52 18 10.1; 6.70;-0.023
   75865; 75928;15 30 27.86;+36 48 16.1; 6.52; 1.150
   75890; 75953;15 30 46.09;+34 27 56.5; 6.81; 0.037
   75893; 75956;15 30 48.18;-53 22 27.3; 6.78; 1.243
   75908; 75971;15 30 55.42;+08 34 44.8; 6.57; 0.380
   75917; 75980;15 30 58.89;-47 55 13.1; 6.84; 0.895
   75938; 76001;15 31 17.22;-33 49 11.2; 6.87;
   75948; 76011;15 31 27.15;-71 03 43.5; 6.89;-0.125
   76011; 76073;15 32 13.89;-45 04 03.1; 6.82;-0.018
   76012; 76075;15 32 15.13;-23 52 48.6; 6.75; 1.486
   76017; 76079;15 32 17.87;-10 26 19.1; 6.57; 0.918
   76073; 76136;15 33 04.70;+16 00 43.5; 6.56; 1.260
   76106; 76170;15 33 27.11;-61 16 23.9; 6.70; 0.149
   76154; 76217;15 34 10.12;-33 10 16.6; 6.98; 0.011
   76170; 76233;15 34 20.86;-05 41 42.4; 6.52; 0.577
   76193; 76256;15 34 36.12;+67 48 21.0; 6.98; 0.793
   76224; 76287;15 34 59.60;-17 08 19.6; 6.99; 1.008
   76228; 76291;15 35 04.63;+01 40 09.4; 6.55; 0.281
   76236; 76299;15 35 10.05;+43 10 02.8; 6.75; 0.953
   76240; 76303;15 35 11.85;+49 59 41.4; 6.95; 1.092
   76302; 76365;15 35 48.88;+01 13 39.0; 6.70; 0.325
   76318; 76382;15 36 02.59;+39 48 08.7; 6.78; 0.906
   76320; 76384;15 36 04.19;+52 04 10.6; 6.70; 0.329
   76343; 76407;15 36 17.77;-65 36 47.3; 6.51; 0.334
   76358; 76422;15 36 28.13;-66 32 43.6; 6.83; 1.484
   76359; 76423;15 36 28.19;+15 06 05.0; 6.51; 1.200
   76363; 76427;15 36 33.72;-00 33 41.3; 6.51; 0.728
   76386; 76450;15 36 48.65;+80 36 51.8; 6.89; 0.969
   76444; 76508;15 37 31.31;-22 07 01.2; 6.98; 0.282
   76466; 76530;15 37 45.86;+71 09 13.1; 6.99; 1.011
   76485; 76549;15 38 02.19;-54 31 19.1; 6.98; 0.130
   76509; 76573;15 38 16.64;+24 31 18.9; 6.82; 1.245
   76515; 76579;15 38 22.76;+43 36 15.3; 6.80; 0.187
   76518; 76582;15 38 25.48;-19 54 46.5; 6.65; 0.448
   76522; 76586;15 38 29.11;-14 31 00.0; 6.80; 1.232
   76527; 76591;15 38 32.65;-39 09 38.3; 6.59;-0.069
   76538; 76602;15 38 39.95;-08 47 40.8; 6.56; 0.520
   76542; 76606;15 38 41.60;-45 42 31.4; 6.97;-0.078
   76566; 76630;15 38 58.89;+46 55 35.8; 6.75; 1.619
   76568; 76632;15 38 59.85;+85 17 09.1; 6.88; 0.207
   76574; 76637;15 39 01.48;-78 14 06.2; 6.99; 0.178
   76623; 76687;15 39 34.90;-55 25 37.4; 6.94; 1.511
   76631; 76695;15 39 38.72;+79 58 59.2; 6.89; 0.392
   76635; 76699;15 39 39.98;+16 18 50.1; 6.98; 0.343
   76650; 76714;15 39 54.48;-19 46 08.7; 6.88; 0.430
   76670; 76734;15 40 10.96;-56 54 52.3; 6.63; 1.337
   76698; 76762;15 40 24.70;-44 17 18.8; 6.98;-0.072
   76700; 76764;15 40 25.99;+37 31 01.7; 6.91; 1.503
   76735; 76799;15 40 51.44;-44 37 21.8; 6.88; 0.183
   76760; 76824;15 41 06.90;-39 58 57.6; 6.51; 0.446
   76772; 76836;15 41 15.97;-13 58 13.1; 6.87; 0.059
   76779; 76843;15 41 25.50;-65 04 05.1; 6.98; 0.351
   76785; 76849;15 41 30.64;-53 23 28.5; 6.92;-0.024
   76830; 76894;15 42 01.77;-64 10 49.0; 6.53; 1.524
   76860; 76924;15 42 25.74;-49 13 03.1; 6.95; 1.622
   76880; 76944;15 42 40.61;+31 42 31.6; 6.71; 1.359
   76918; 76982;15 43 08.69;-13 03 21.9; 6.64; 0.543
   76937; 77001;15 43 22.28;+11 42 39.8; 6.94; 1.506
   76995; 77059;15 44 04.10;-31 36 11.3; 6.62; 0.962
   77003; 77067;15 44 10.38;-50 12 56.3; 6.83; 0.353
   77038; 77102;15 44 36.50;+80 55 55.8; 6.85; 1.504
   77054; 77118;15 44 48.22;+16 44 14.6; 6.99; 1.200
   77109; 77173;15 45 27.59;-65 44 59.0; 6.87; 1.343
   77127; 77191;15 45 42.96;-22 45 11.7; 6.72; 1.312
   77132; 77196;15 45 46.43;-30 02 29.1; 6.88; 1.183
   77185; 77249;15 46 24.00;+15 31 36.1; 6.70; 0.223
   77214; 77278;15 46 40.37;-48 44 12.4; 6.76;-0.018
   77230; 77294;15 46 50.97;-58 07 30.5; 6.83; 0.202
   77251; 77315;15 47 04.47;-35 30 37.0; 6.82; 0.024
   77271; 77335;15 47 17.23;-00 16 11.5; 6.94; 0.512
   77290; 77354;15 47 26.84;+01 32 45.7; 6.53; 1.163
   77298; 77362;15 47 31.96;+59 34 07.2; 6.53; 1.394
   77308; 77372;15 47 38.14;-09 28 49.7; 7.00; 0.468
   77317; 77381;15 47 46.39;+45 43 58.4; 6.76; 1.190
   77330; 77394;15 47 56.42;-25 59 13.0; 6.98; 0.164
   77339; 77403;15 48 06.51;-50 35 23.2; 6.70; 0.471
   77369; 77433;15 48 24.99;-13 29 57.4; 6.94; 1.353
   77371; 77435;15 48 26.67;-23 50 02.5; 6.71; 0.130
   77373; 77437;15 48 28.82;+22 24 56.0; 6.85; 1.230
   77384; 77448;15 48 42.52;+83 37 10.8; 7.00; 0.530
   77391; 77455;15 48 50.49;+12 43 25.1; 6.79; 0.024
   77394; 77458;15 48 52.84;-01 00 04.6; 6.81; 1.592
   77399; 77463;15 48 56.60;-60 22 04.1; 6.65; 0.423
   77442; 77506;15 49 33.97;+12 33 31.1; 6.69; 0.981
   77470; 77534;15 49 52.28;-17 54 07.0; 6.82; 0.407
   77513; 77577;15 50 17.48;-49 02 25.1; 6.89; 1.111
   77542; 77606;15 50 34.91;-26 17 22.4; 6.58; 1.507
   77588; 77652;15 51 10.09;+52 54 25.2; 6.74; 0.138
   77615; 77679;15 51 32.12;-32 41 09.9; 7.00; 0.991
   77666; 77730;15 52 13.17;-45 17 03.7; 6.55; 0.887
   77691; 77755;15 52 36.03;-67 38 22.4; 7.00; 0.237
   77707; 77771;15 52 51.31;-50 36 56.9; 6.63; 1.527
   77721; 77785;15 52 56.68;-65 09 09.1; 6.54; 0.186
   77760; 77824;15 53 29.02;+65 17 17.4; 6.73; 0.926
   77774; 77838;15 53 36.55;+68 43 12.7; 6.76; 0.544
   77829; 77893;15 54 25.55;+05 17 38.2; 6.87; 1.041
   77847; 77911;15 54 41.60;-22 45 58.3; 6.86; 0.035
   77878; 77942;15 55 01.06;+75 34 27.5; 6.88; 0.831
   77894; 77958;15 55 16.00;-42 36 18.1; 6.68; 0.402
   77900; 77964;15 55 20.22;-43 23 30.2; 6.92; 0.200
   77902; 77966;15 55 21.59;+09 13 24.5; 6.90; 1.052
   77904; 77968;15 55 22.90;-44 31 33.5; 6.97;-0.005
   77939; 78003;15 55 42.27;-08 38 51.0; 6.94; 1.085
   77940; 78004;15 55 43.09;-44 31 56.5; 6.83;-0.008
   77960; 78024;15 55 54.64;-02 09 51.3; 6.77; 0.610
   78033; 78097;15 56 45.56;+12 28 40.6; 6.94; 0.407
   78054; 78118;15 57 05.05;-35 55 39.2; 6.91; 0.115
   78055; 78120;15 57 05.20;-16 02 03.6; 6.53; 1.769
   78119; 78183;15 57 48.81;-23 31 38.1; 6.77;-0.008
   78157; 78221;15 58 24.03;-44 04 50.7; 6.72; 0.169
   78242; 78306;15 59 20.31;-33 00 43.7; 6.97; 0.031
   78269; 78333;15 59 41.30;-07 18 07.3; 6.64; 0.093
   78282; 78346;15 59 50.03;-64 51 14.9; 6.89; 1.767
   78288; 78352;15 59 52.82;-31 10 06.1; 6.57; 1.000
   78295; 78359;15 59 55.06;-33 23 07.0; 6.83; 0.035
   78303; 78367;15 59 57.84;-40 39 11.1; 6.51; 1.499
   78323; 78387;16 00 11.81;+44 16 46.6; 6.78; 1.165
   78365; 78429;16 00 42.47;+31 34 06.1; 6.61; 1.094
   78370; 78434;16 00 46.89;-72 27 46.1; 6.58; 1.404
   78371; 78435;16 00 46.89;-39 05 18.2; 6.67; 0.249
   78384; 78448;16 00 54.93;+39 10 39.0; 6.74; 0.131
   78449; 78513;16 01 41.23;-03 45 48.6; 6.87; 0.395
   78473; 78537;16 02 02.13;+40 01 22.0; 6.86; 1.298
   78477; 78541;16 02 04.85;-36 44 37.9; 6.99; 0.006
   78483; 78547;16 02 10.36;-42 41 59.3; 6.91; 0.501
   78489; 78553;16 02 16.06;-73 30 54.8; 6.68; 0.236
   78498; 78562;16 02 28.59;-56 51 15.0; 6.51; 0.526
   78510; 78574;16 02 39.23;+47 14 24.7; 6.52; 1.164
   78560; 78624;16 03 03.51;-05 50 04.1; 6.97; 1.348
   78582; 78647;16 03 16.14;-26 43 00.0; 6.96; 0.505
   78611; 78676;16 03 41.54;+59 05 22.7; 6.81; 0.990
   78625; 78690;16 03 49.85;+17 48 09.8; 6.75; 1.204
   78638; 78703;16 04 00.39;+73 08 53.3; 6.85; 0.488
   78657; 78722;16 04 13.50;+34 10 43.5; 6.78; 0.065
   78677; 78742;16 04 29.59;+00 40 20.7; 6.81; 0.451
   78691; 78756;16 04 44.50;-39 26 04.5; 6.95;-0.084
   78697; 78761;16 04 48.95;+70 15 42.0; 6.85; 0.128
   78711; 78775;16 04 57.22;+39 09 23.0; 6.66; 0.734
   78720; 78785;16 05 02.93;-18 32 21.8; 6.74; 0.465
   78727; 78792;16 05 08.50;-03 31 39.5; 6.87; 0.176
   78786; 78851;16 05 45.14;+32 14 52.2; 6.71; 1.524
   78793; 78858;16 05 52.27;+09 56 09.3; 6.93; 0.042
   78810; 78875;16 06 02.82;+13 19 15.5; 6.80; 0.995
   78881; 78946;16 06 59.57;+47 30 18.1; 6.65;-0.025
   78926; 78991;16 07 25.10;-48 25 20.6; 6.61; 0.147
   78935; 79000;16 07 34.73;-36 43 10.8; 6.64; 1.116
   78978; 79044;16 08 04.39;-36 13 54.4; 6.75;-0.056
   78981; 79046;16 08 05.12;-58 58 14.5; 6.74; 0.224
   78982; 79047;16 08 05.73;+10 04 49.8; 6.74; 0.169
   78990; 79055;16 08 10.84;-53 04 44.2; 6.86; 1.989
   79005; 79071;16 08 27.23;-10 06 07.3; 6.69; 0.507
   79014; 79079;16 08 32.98;-62 58 54.7; 6.88;-0.062
   79015; 79080;16 08 34.29;-39 06 18.1; 7.00; 0.190
   79016; 79081;16 08 34.57;-39 05 34.1; 6.65;-0.071
   79068; 79133;16 09 09.05;-56 03 28.6; 6.51; 1.389
   79069; 79134;16 09 09.35;+50 10 51.0; 6.86; 1.028
   79087; 79152;16 09 17.65;+41 05 42.1; 6.69; 0.530
   79096; 79161;16 09 23.53;+63 24 27.6; 6.86; 0.117
   79122; 79187;16 09 41.41;+00 49 11.6; 6.68; 1.360
   79139; 79204;16 09 56.33;+59 52 18.4; 6.76; 0.069
   79154; 79219;16 10 03.93;+26 44 33.6; 6.57; 1.037
   79164; 79229;16 10 09.89;-24 34 56.4; 6.64; 0.024
   79166; 79231;16 10 12.29;+01 36 04.4; 6.61; 0.961
   79170; 79235;16 10 15.93;-26 54 32.6; 6.59; 0.073
   79184; 79248;16 10 24.21;+43 49 06.1; 6.61; 0.877
   79257; 79322;16 11 18.87;-45 19 59.8; 6.65; 0.482
   79272; 79337;16 11 29.75;+09 42 43.4; 6.52; 0.268
   79278; 79343;16 11 33.54;-27 09 02.9; 6.95; 0.121
   79307; 79372;16 11 57.93;-54 21 10.4; 6.53; 0.020
   79407; 79472;16 13 07.98;+21 33 58.1; 6.69; 0.182
   79412; 79477;16 13 11.87;-49 53 04.7; 6.83; 0.150
   79427; 79492;16 13 18.34;+13 31 40.5; 6.68; 0.764
   79438; 79503;16 13 25.63;-04 03 05.6; 6.96; 0.296
   79459; 79524;16 13 40.42;-21 23 59.9; 6.68; 0.617
   79464; 79529;16 13 45.46;-08 07 04.8; 6.84; 1.071
   79506; 79571;16 14 07.80;-48 55 57.9; 6.75; 1.290
   79513; 79578;16 14 11.99;-31 39 46.9; 6.55; 0.646
   79530; 79595;16 14 22.13;+02 38 50.4; 6.93; 0.543
   79543; 79608;16 14 42.25;+07 51 29.7; 6.59; 1.300
   79620; 79685;16 15 47.27;+53 14 12.6; 6.95; 0.403
   79626; 79691;16 15 50.73;+36 33 16.2; 7.00; 1.332
   79651; 79716;16 16 09.01;-43 07 31.8; 6.92; 1.198
   79659; 79724;16 16 16.73;+23 07 21.9; 6.57; 0.986
   79675; 79740;16 16 26.70;-24 16 55.0; 6.70; 0.147
   79700; 79765;16 16 46.47;+40 02 17.9; 6.76; 1.527
   79720; 79785;16 16 58.78;-21 18 14.7; 6.61; 0.010
   79772; 79837;16 17 45.86;+31 48 13.0; 6.84; 0.605
   79822; 79887;16 18 23.54;-73 02 36.1; 6.58; 0.012
   79824; 79889;16 18 23.66;+25 53 48.1; 6.70; 0.882
   79867; 79932;16 18 51.83;-57 53 59.2; 6.54; 0.931
   79883; 79948;16 19 09.42;-06 52 33.9; 6.88; 1.090
   79897; 79962;16 19 17.22;-35 29 26.9; 6.63; 0.375
